Postcode	Description	Grid Reference	X (easting)	Y (northing)	Latitude	Longitude
BS5 6SA	BS5 6SA	ST 60965 74737	360965	174737	51.470243	-2.5633714
BS37 4DQ	BS37 4DQ	ST 71231 82478	371231	182478	51.540461	-2.4162124
BA3 2UH	BA3 2UH	ST 66843 54408	366843	154408	51.287835	-2.4768461
BS16 5SG	BS16 5SG	ST 65013 76360	365013	176360	51.485102	-2.5052568
BA1 7NP	BA1 7NP	ST 78021 67494	378021	167494	51.406042	-2.3173726
BS7 0LS	BS7 0LS	ST 60521 78140	360521	178140	51.500809	-2.5701448
BS30 5QQ	BS30 5QQ	ST 70749 72677	370749	172677	51.452314	-2.4223464
BS40 6HF	BS40 6HF	ST 56032 56991	356032	156991	51.310325	-2.6321829
BS14 0SU	BS14 0SU	ST 60314 68452	360314	168452	51.413689	-2.5720365
BS3 5AS	BS3 5AS	ST 59190 70970	359190	170970	51.436248	-2.5884885
BS4 4HU	BS4 4HU	ST 62017 72060	362017	172060	51.446246	-2.5479382
BS48 2XX	BS48 2XX	ST 47262 70686	347262	170686	51.432708	-2.7600297
BS3 4JE	BS3 4JE	ST 58403 71371	358403	171371	51.439796	-2.599857
BS34 5TF	BS34 5TF	ST 59590 82347	359590	182347	51.538568	-2.5840403
BS10 6SP	BS10 6SP	ST 57228 79220	357228	179220	51.510279	-2.6177138
BS5 7PD	BS5 7PD	ST 63174 73470	363174	173470	51.459	-2.5314379
BA2 3HT	BA2 3HT	ST 74070 64212	374070	164212	51.376364	-2.3739326
BS21 6DG	BS21 6DG	ST 41311 71254	341311	171254	51.437228	-2.84572
BS13 0JP	BS13 0JP	ST 58271 67794	358271	167794	51.407626	-2.6013335
BS37 4AA	BS37 4AA	ST 71305 82387	371305	182387	51.539647	-2.415138
BS23 3HQ	BS23 3HQ	ST 33362 61178	333362	161178	51.34576	-2.9581675
BS23 4JP	BS23 4JP	ST 32132 59701	332132	159701	51.332335	-2.975543
BS31 2GN	BS31 2GN	postcode not found
BS16 6UG	BS16 6UG	ST 66260 77634	366260	177634	51.496632	-2.4874211
BS37 4AX	BS37 4AX	ST 71370 82482	371370	182482	51.540505	-2.4142086
BA2 3JZ	BA2 3JZ	ST 74284 64162	374284	164162	51.375924	-2.3708545
BS30 5JZ	BS30 5JZ	ST 67560 72428	367560	172428	51.4499	-2.4682154
BS23 3HQ	BS23 3HQ	ST 33362 61178	333362	161178	51.34576	-2.9581675
BS16 5FJ	BS16 5FJ	ST 65559 76369	365559	176369	51.485216	-2.4973948
BS13 7JD	BS13 7JD	ST 57470 69830	357470	169830	51.425872	-2.6130939
BS13 8LD	BS13 8LD	ST 57016 68396	357016	168396	51.412944	-2.6194489
BS15 8NJ	BS15 8NJ	ST 64624 73809	364624	173809	51.462141	-2.5106025
BS41 9DY	BS41 9DY	ST 53657 70231	353657	170231	51.429177	-2.6679846
BS3 3AZ	BS3 3AZ	ST 57978 71383	357978	171383	51.439873	-2.6059726
BS22 8AG	BS22 8AG	ST 33997 61938	333997	161938	51.352667	-2.9491928
BS39 7SF	BS39 7SF	ST 65744 55829	365744	155829	51.300546	-2.4927417
BS48 3HA	BS48 3HA	ST 48610 68501	348610	168501	51.413187	-2.7403227
BS5 9QY	BS5 9QY	ST 61085 73131	361085	173131	51.455812	-2.5614665
BS5 7PH	BS5 7PH	ST 63366 73639	363366	173639	51.460532	-2.528692
BS15 4EJ	BS15 4EJ	ST 65352 73895	365352	173895	51.462959	-2.5001324
BS31 1AF	BS31 1AF	ST 65447 67982	365447	167982	51.4098	-2.498186
BA2 5EG	BA2 5EG	ST 76035 62495	376035	162495	51.361012	-2.3455851
BS24 7DX	BS24 7DX	ST 36373 61888	336373	161888	51.352489	-2.9150692
BS10 6DF	BS10 6DF	ST 58340 78598	358340	178598	51.50477	-2.6016178
BA2 4BY	BA2 4BY	ST 75563 65203	375563	165203	51.385341	-2.3525512
BA2 1ER	BA2 1ER	ST 72296 64832	372296	164832	51.381854	-2.3994682
BA1 3PT	BA1 3PT	ST 72680 65472	372680	165472	51.387628	-2.3940001
BA1 6EA	BA1 6EA	ST 75565 66275	375565	166275	51.39498	-2.3525965
BS40 8UE	BS40 8UE	ST 56285 62090	356285	162090	51.35619	-2.6291809
BS31 1BX	BS31 1BX	ST 65176 68221	365176	168221	51.411932	-2.5021058
BS49 4ER	BS49 4ER	ST 42819 65335	342819	165335	51.384167	-2.8230712
BS16 2JD	BS16 2JD	ST 63382 76016	363382	176016	51.481905	-2.5287088
BS9 2HL	BS9 2HL	ST 54967 76382	354967	176382	51.484587	-2.6499282
BS7 8SA	BS7 8SA	ST 59292 76386	359292	176386	51.484951	-2.5876465
BS15 3HY	BS15 3HY	ST 64509 71745	364509	171745	51.443576	-2.51205
BA1 2SR	BA1 2SR	ST 74570 65666	374570	165666	51.38946	-2.3668537
BS8 3EU	BS8 3EU	ST 57129 74111	357129	174111	51.464336	-2.6185182
BS3 4AT	BS3 4AT	ST 58798 71860	358798	171860	51.444222	-2.5942314
BS13 0JP	BS13 0JP	ST 58271 67794	358271	167794	51.407626	-2.6013335
BS4 2QJ	BS4 2QJ	ST 60751 70732	360751	170732	51.434219	-2.5660064
BS20 0DL	BS20 0DL	ST 52240 75966	352240	175966	51.480622	-2.6891414
BS40 5EL	BS40 5EL	ST 45430 60569	345430	160569	51.341574	-2.7848224
BS16 3TD	BS16 3TD	ST 63500 75768	363500	175768	51.479683	-2.526984
BS15 1WW	BS15 1WW	ST 64164 74485	364164	174485	51.46819	-2.5172924
BS2 0AN	BS2 0AN	ST 60307 73330	360307	173330	51.457547	-2.5726855
BS6 6DF	BS6 6DF	ST 58180 73921	358180	173921	51.462707	-2.6033674
BS8 2PU	BS8 2PU	ST 57556 74192	357556	174192	51.465097	-2.6123816
BS5 0UA	BS5 0UA	ST 60381 74225	360381	174225	51.465599	-2.5717211
BS4 2QR	BS4 2QR	ST 60855 70411	360855	170411	51.43134	-2.5644748
BS4 1WH	BS4 1WH	ST 58643 70141	358643	170141	51.428755	-2.5962602
BS4 1WH	BS4 1WH	ST 58643 70141	358643	170141	51.428755	-2.5962602
BS10 6AF	BS10 6AF	ST 57665 78028	357665	178028	51.499595	-2.6112738
BS11 0QE	BS11 0QE	ST 54378 78253	354378	178253	51.501361	-2.6586525
BA3 2QE	BA3 2QE	ST 66354 54430	366354	154430	51.288004	-2.4838601
BS21 7TA	BS21 7TA	ST 40420 71340	340420	171340	51.437908	-2.8585514
BS35 2AT	BS35 2AT	ST 63707 89880	363707	189880	51.606577	-2.5254634
BS35 1DP	BS35 1DP	ST 64249 90578	364249	190578	51.612888	-2.5177087
BS7 9EG	BS7 9EG	ST 59302 75723	359302	175723	51.478991	-2.5874259
BA1 2PS	BA1 2PS	ST 74640 65388	374640	165388	51.386964	-2.3658278
BS7 9EG	BS7 9EG	ST 59302 75723	359302	175723	51.478991	-2.5874259
BS1 2AG	BS1 2AG	ST 58917 73319	358917	173319	51.457349	-2.5926892
BS21 6DG	BS21 6DG	ST 41311 71254	341311	171254	51.437228	-2.84572
BS35 4JF	BS35 4JF	ST 55647 85212	355647	185212	51.56403	-2.6412506
BS34 8UE	BS34 8UE	ST 62179 80014	362179	180014	51.517772	-2.5464617
BS23 4BP	BS23 4BP	ST 32077 60060	332077	160060	51.335556	-2.9764009
BS4 4HU	BS4 4HU	ST 62017 72060	362017	172060	51.446246	-2.5479382
BA2 0HX	BA2 0HX	ST 66660 58663	366660	158663	51.326082	-2.4798693
BA2 8JQ	BA2 8JQ	ST 70008 57074	370008	157074	51.311982	-2.4316873
BS22 7YZ	BS22 7YZ	ST 36869 63875	336869	163875	51.370409	-2.908301
BS4 2DF	BS4 2DF	ST 60288 71227	360288	171227	51.438637	-2.5727223
BS32 4DS	BS32 4DS	ST 60333 84007	360333	184007	51.553546	-2.5735158
BS11 9JJ	BS11 9JJ	ST 51825 77945	351825	177945	51.49838	-2.6953877
BS30 8HS	BS30 8HS	ST 66130 72134	366130	172134	51.447173	-2.4887647
BS9 4HT	BS9 4HT	ST 57770 76189	357770	176189	51.483068	-2.6095406
BA3 3UJ	BA3 3UJ	ST 68087 54080	368087	154080	51.284957	-2.4589787
BS6 6AU	BS6 6AU	ST 58151 73856	358151	173856	51.46212	-2.6037771
BS30 8HS	BS30 8HS	ST 66130 72134	366130	172134	51.447173	-2.4887647
BS20 7QA	BS20 7QA	ST 47444 76440	347444	176440	51.484457	-2.7582689
BA2 7AY	BA2 7AY	ST 77083 64651	377083	164651	51.380441	-2.3306731
BS9 1JN	BS9 1JN	ST 56271 75363	356271	175363	51.475527	-2.6310236
BS16 7AL	BS16 7AL	ST 66981 77195	366981	177195	51.492728	-2.4769942
BS8 4AH	BS8 4AH	ST 57041 73310	357041	173310	51.457128	-2.6196873
BS22 6HB	BS22 6HB	ST 35365 62714	335365	162714	51.359801	-2.9296924
BA1 6BA	BA1 6BA	ST 76126 66247	376126	166247	51.394752	-2.3445315
BS37 5UY	BS37 5UY	ST 71130 83419	371130	183419	51.548917	-2.4177462
BS22 6AJ	BS22 6AJ	ST 35644 62486	335644	162486	51.357783	-2.9256445
BA2 2QH	BA2 2QH	ST 72686 62982	372686	162982	51.365239	-2.3937216
BS5 6SA	BS5 6SA	ST 60965 74737	360965	174737	51.470243	-2.5633714
BS32 9DS	BS32 9DS	ST 61228 82517	361228	182517	51.540212	-2.5604431
BA1 2AU	BA1 2AU	ST 74506 64973	374506	164973	51.383226	-2.3677235
BS8 4QW	BS8 4QW	ST 57084 72540	357084	172540	51.450208	-2.6189747
BS9 1NG	BS9 1NG	ST 56366 75063	356366	175063	51.472837	-2.6296187
BS10 6NL	BS10 6NL	ST 57827 78756	357827	178756	51.506152	-2.6090274
BS7 0UE	BS7 0UE	ST 59638 77788	359638	177788	51.497582	-2.5828247
BS23 3SJ	BS23 3SJ	ST 32853 59580	332853	159580	51.331333	-2.9651727
BA2 3ND	BA2 3ND	ST 74258 64031	374258	164031	51.374745	-2.3712185
BS4 1WH	BS4 1WH	ST 58643 70141	358643	170141	51.428755	-2.5962602
BS4 1WH	BS4 1WH	ST 58643 70141	358643	170141	51.428755	-2.5962602
TR1 2JA	TR1 2JA	SW 82248 44484	182248	44484	50.260102	-5.0564193
TR16 4ET	TR16 4ET	SW 67534 43463	167534	43463	50.245327	-5.2618867
PL29 3TR	PL29 3TR	SX 00165 80484	200165	80484	50.5898	-4.8245651
PL27 7BS	PL27 7BS	SW 99053 72179	199053	72179	50.514824	-4.8357722
TR10 8HX	TR10 8HX	SW 78474 34329	178474	34329	50.167504	-5.1033598
PL32 9YT	PL32 9YT	SX 10762 83901	210762	83901	50.624028	-4.6767753
EX23 9BP	EX23 9BP	SS 22898 06428	222898	106428	50.830225	-4.5162049
PL31 2LB	PL31 2LB	SX 06903 67211	206903	67211	50.47284	-4.7226133
PL31 2JJ	PL31 2JJ	SX 07080 67105	207080	67105	50.471946	-4.7200672
PL26 7RL	PL26 7RL	SW 94385 52926	194385	52926	50.340279	-4.8909695
PL17 7AW	PL17 7AW	SX 35573 69649	235573	69649	50.503495	-4.3200318
TR6 0PS	TR6 0PS	SW 75634 54240	175634	54240	50.345232	-5.1548631
TR14 8TT	TR14 8TT	SW 64598 39975	164598	39975	50.212847	-5.3008296
TR4 8QS	TR4 8QS	SW 75147 44314	175147	44314	50.255915	-5.1557878
PL14 3XA	PL14 3XA	SX 26064 65195	226064	65195	50.460728	-4.4519233
TR21 0HE	TR21 0HE	SV 90771 10285	90771	10285	49.912626	-6.3089019
TR13 8AU	TR13 8AU	SW 66234 27294	166234	27294	50.099635	-5.2701541
PL25 5HE	PL25 5HE	SX 00919 52364	200919	52364	50.337476	-4.7989651
TR18 3DX	TR18 3DX	SW 46546 30947	146546	30947	50.124352	-5.5473442
PL13 1HA	PL13 1HA	SX 25442 53653	225442	53653	50.35684	-4.4553095
TR9 6RR	TR9 6RR	SW 91071 63128	191071	63128	50.43074	-4.9431492
TR15 2LL	TR15 2LL	SW 70111 41739	170111	41739	50.230855	-5.2247576
PL26 6UE	PL26 6UE	SX 01387 44920	201387	44920	50.270768	-4.788481
PL24 2JL	PL24 2JL	SX 07092 54247	207092	54247	50.356446	-4.7132876
TR1 2JA	TR1 2JA	SW 82248 44484	182248	44484	50.260102	-5.0564193
TR7 2QF	TR7 2QF	SW 81945 62037	181945	62037	50.417623	-5.07082
PL15 9HH	PL15 9HH	SX 33180 83548	233180	83548	50.627705	-4.3599804
PL23 1DT	PL23 1DT	SX 12561 51989	212561	51989	50.337929	-4.6353673
TR27 4PB	TR27 4PB	SW 56477 37470	156477	37470	50.187071	-5.41284
PL14 5RP	PL14 5RP	SX 29169 69882	229169	69882	50.503755	-4.4103613
TR19 7HX	TR19 7HX	SW 36985 31389	136985	31389	50.124159	-5.6811267
PL22 0EF	PL22 0EF	SX 10466 59846	210466	59846	50.407841	-4.6687336
PL25 4QY	PL25 4QY	SX 02418 52332	202418	52332	50.337694	-4.7779098
TR15 3DU	TR15 3DU	SW 66994 41359	166994	41359	50.226223	-5.2681545
TR15 1AU	TR15 1AU	SW 69582 42152	169582	42152	50.234357	-5.2324135
PL12 5LH	PL12 5LH	SX 36215 57594	236215	57594	50.395352	-4.3057128
TR14 8SN	TR14 8SN	SW 64669 39661	164669	39661	50.210056	-5.2996415
TR2 4JZ	TR2 4JZ	SW 90061 47504	190061	47504	50.290056	-4.9486358
PL12 6DL	PL12 6DL	SX 42291 59009	242291	59009	50.40973	-4.2208911
TR17 0HW	TR17 0HW	SW 52520 30947	152520	30947	50.126873	-5.4639276
TR2 5EE	TR2 5EE	SW 87417 35134	187417	35134	50.178011	-4.9787646
TR11 2LH	TR11 2LH	SW 79661 33043	179661	33043	50.156398	-5.0860195
PL14 4AQ	PL14 4AQ	SX 25040 64445	225040	64445	50.453685	-4.4659856
PL26 8JF	PL26 8JF	SW 98828 60354	198828	60354	50.408534	-4.832585
TR11 2UN	TR11 2UN	SW 79705 32920	179705	32920	50.15531	-5.0853333
TR18 2RE	TR18 2RE	SW 46973 30357	146973	30357	50.119238	-5.5409911
TR5 0TN	TR5 0TN	SW 72073 50553	172073	50553	50.310758	-5.2026029
PL25 4EG	PL25 4EG	SX 02020 52474	202020	52474	50.338836	-4.7835704
TR12 7DQ	TR12 7DQ	SW 67725 18933	167725	18933	50.025145	-5.2442676
TR12 6PB	TR12 6PB	SW 78794 21058	178794	21058	50.048444	-5.0911971
PL35 0BG	PL35 0BG	SX 09944 90609	209944	90609	50.684019	-4.6917708
TR13 8RF	TR13 8RF	SW 66140 27162	166140	27162	50.098413	-5.2713854
TR3 6JD	TR3 6JD	SW 79550 40514	179550	40514	50.22345	-5.0919047
PL12 4BU	PL12 4BU	SX 42724 58734	242724	58734	50.407375	-4.2146868
TR14 0LB	TR14 0LB	SW 63742 35706	163742	35706	50.174177	-5.3101523
TR18 3DX	TR18 3DX	SW 46546 30947	146546	30947	50.124352	-5.5473442
PL25 3EF	PL25 3EF	SX 03747 53028	203747	53028	50.34439	-4.7596194
TR14 7DL	TR14 7DL	SW 64399 40044	164399	40044	50.213388	-5.3036568
PL32 9YT	PL32 9YT	SX 10762 83901	210762	83901	50.624028	-4.6767753
TR16 4RX	TR16 4RX	SW 67169 43626	167169	43626	50.246646	-5.2670975
PL10 1DE	PL10 1DE	SX 42481 52190	242481	52190	50.348502	-4.2153616
TR11 4QJ	TR11 4QJ	SW 80413 32180	180413	32180	50.148927	-5.0750103
EX14 2NY	EX14 2NY	ST 16363 00119	316363	100119	50.794578	-3.1880434
EX32 8HY	EX32 8HY	SS 55996 33219	255996	133219	51.08017	-4.0571821
TQ12 3HN	TQ12 3HN	SX 86924 73354	286924	73354	50.54898	-3.5973952
EX7 9QH	EX7 9QH	SX 95767 76602	295767	76602	50.579825	-3.4735351
PL5 1PL	PL5 1PL	SX 44547 58406	244547	58406	50.404913	-4.1889161
EX12 2DU	EX12 2DU	SY 24261 90933	324261	90933	50.713074	-3.0741129
PL5 3BP	PL5 3BP	SX 48045 58935	248045	58935	50.410582	-4.1399427
EX16 9NB	EX16 9NB	SS 95707 22093	295707	122093	50.988758	-3.4873047
TQ13 7AP	TQ13 7AP	SX 76136 70270	276136	70270	50.519071	-3.748567
EX9 6LS	EX9 6LS	SY 06190 81989	306190	81989	50.630026	-3.3277289
EX22 7SY	EX22 7SY	SS 32356 14068	232356	114068	50.901686	-4.3855325
TQ1 3SL	TQ1 3SL	SX 92465 65493	292465	65493	50.479358	-3.5169482
TQ4 5LA	TQ4 5LA	SX 88585 60444	288585	60444	50.433243	-3.5701074
PL5 3PY	PL5 3PY	SX 46670 59051	246670	59051	50.411267	-4.1593271
EX4 1HJ	EX4 1HJ	SX 91007 91678	291007	91678	50.714481	-3.5451799
EX34 8EG	EX34 8EG	SS 51515 47098	251515	147098	51.203741	-4.1268329
PL4 9BL	PL4 9BL	SX 48781 54754	248781	54754	50.373198	-4.1279086
PL6 8UF	PL6 8UF	SX 51166 58623	251166	58623	50.408578	-4.0959261
EX13 5AG	EX13 5AG	SY 29650 98401	329650	98401	50.780899	-2.999226
PL9 9DL	PL9 9DL	SX 51051 53103	251051	53103	50.358939	-4.0953552
TQ14 8BG	TQ14 8BG	SX 94162 72847	294162	72847	50.545779	-3.4951269
EX16 8EZ	EX16 8EZ	SS 80141 14250	280141	114250	50.915229	-3.7064007
EX1 1SR	EX1 1SR	SX 92777 92633	292777	92633	50.723396	-3.5203963
EX18 7DL	EX18 7DL	SS 68290 14440	268290	114440	50.914352	-3.8749612
EX38 8EL	EX38 8EL	SS 49769 19133	249769	119133	50.951997	-4.140176
TQ2 5UA	TQ2 5UA	SX 91096 64111	291096	64111	50.466681	-3.5358327
PL2 3HY	PL2 3HY	SX 46483 56465	246483	56465	50.387979	-4.1608995
TQ1 3HD	TQ1 3HD	SX 91665 64996	291665	64996	50.474742	-3.528075
PL1 5BZ	PL1 5BZ	SX 47489 55105	247489	55105	50.376018	-4.1462066
TQ12 5DJ	TQ12 5DJ	SX 87818 67905	287818	67905	50.500169	-3.5831414
TQ2 8JG	TQ2 8JG	SX 90645 66398	290645	66398	50.487157	-3.5428543
TQ12 1GJ	TQ12 1GJ	SX 86123 71110	286123	71110	50.528653	-3.60801
EX32 9LL	EX32 9LL	SS 57047 32012	257047	132012	51.069586	-4.0417106
EX3 0EN	EX3 0EN	SX 96805 88151	296805	88151	50.683834	-3.4620977
PL5 2UE	PL5 2UE	SX 45061 58724	245061	58724	50.407906	-4.1818198
PL19 9FD	PL19 9FD	SX 48056 73981	248056	73981	50.5458	-4.1459048
PL6 6DX	PL6 6DX	SX 48576 60822	248576	60822	50.427678	-4.133237
EX1 3SY	EX1 3SY	SX 96392 94133	296392	94133	50.737537	-3.4696228
EX6 8DF	EX6 8DF	SX 94558 87674	294558	87674	50.679142	-3.4937566
EX1 1SB	EX1 1SB	SX 92614 92676	292614	92676	50.723752	-3.5227172
TQ9 5JA	TQ9 5JA	SX 80517 60810	280517	60810	50.434945	-3.6837733
EX15 3SF	EX15 3SF	ST 13687 13351	313687	113351	50.913147	-3.2291263
TQ13 9QP	TQ13 9QP	SX 81625 78270	281625	78270	50.592121	-3.6737215
TQ12 2HH	TQ12 2HH	SX 86333 71245	286333	71245	50.529907	-3.6050897
EX36 3BU	EX36 3BU	SS 71521 25911	271521	125911	51.018179	-3.8330801
PL6 6PH	PL6 6PH	SX 49865 60762	249865	60762	50.42747	-4.1150785
TQ13 8LW	TQ13 8LW	SX 75287 86351	275287	86351	50.663436	-3.7659385
EX39 1AZ	EX39 1AZ	SS 44765 28858	244765	128858	51.038054	-4.2155203
TQ12 2AS	TQ12 2AS	SX 86152 71462	286152	71462	50.531822	-3.6077086
EX16 6NP	EX16 6NP	SS 95132 13285	295132	113285	50.909477	-3.4929547
EX8 2JF	EX8 2JF	SY 00954 81098	300954	81098	50.621149	-3.4014988
EX12 2RY	EX12 2RY	SY 24312 90422	324312	90422	50.708487	-3.0732858
TQ5 9TF	TQ5 9TF	SX 92614 56202	292614	56202	50.395859	-3.5121845
EX8 2JF	EX8 2JF	SY 00954 81098	300954	81098	50.621149	-3.4014988
EX31 2PG	EX31 2PG	SS 51414 32207	251414	132207	51.069907	-4.1221313
EX1 1RX	EX1 1RX	SX 92569 92598	292569	92598	50.723043	-3.5233317
TQ7 1AE	TQ7 1AE	SX 73160 44704	273160	44704	50.288626	-3.7818829
PL3 5HE	PL3 5HE	SX 48695 56548	248695	56548	50.389298	-4.1298394
PL9 9BN	PL9 9BN	SX 51709 52844	251709	52844	50.356778	-4.0860092
EX17 3JJ	EX17 3JJ	SS 82057 00416	282057	100416	50.791276	-3.6746968
EX4 7BW	EX4 7BW	SX 93114 93676	293114	93676	50.732834	-3.5159265
EX10 9YA	EX10 9YA	SY 11978 89616	311978	89616	50.699501	-3.247731
EX35 6HA	EX35 6HA	SS 71815 49385	271815	149385	51.229215	-3.8372447
EX22 6GH	EX22 6GH	SS 34548 04777	234548	104777	50.81884	-4.3501843
TQ11 0DE	TQ11 0DE	SX 73670 66089	273670	66089	50.480962	-3.7819191
PL3 4DP	PL3 4DP	SX 46036 55477	246036	55477	50.378983	-4.1667779
PL4 9BH	PL4 9BH	SX 48759 54694	248759	54694	50.372653	-4.1281936
EX32 8GP	EX32 8GP	SS 56055 32929	256055	132929	51.077579	-4.0562248
PL5 1PL	PL5 1PL	SX 44547 58406	244547	58406	50.404913	-4.1889161
TQ10 9HT	TQ10 9HT	SX 69855 59797	269855	59797	50.423571	-3.8334728
PL4 0BZ	PL4 0BZ	SX 49124 54232	249124	54232	50.368595	-4.1228792
EX1 2RX	EX1 2RX	SX 93825 92590	293825	92590	50.723202	-3.5055424
TQ5 8NA	TQ5 8NA	SX 92223 56038	292223	56038	50.394313	-3.5176364
EX2 8UP	EX2 8UP	SX 91693 89994	291693	89994	50.699471	-3.5349723
PL1 5AJ	PL1 5AJ	SX 47579 54962	247579	54962	50.374757	-4.1448838
PL8 2EA	PL8 2EA	SX 57978 51751	257978	51751	50.348501	-3.9975261
TQ13 8BW	TQ13 8BW	SX 70268 87323	270268	87323	50.671075	-3.8372557
EX39 3AF	EX39 3AF	SS 44969 26522	244969	126522	51.017119	-4.2116132
EX1 2RX	EX1 2RX	SX 93825 92590	293825	92590	50.723202	-3.5055424
EX16 6NJ	EX16 6NJ	SS 95496 12778	295496	112778	50.904985	-3.4876339
PL21 0QL	PL21 0QL	SX 65756 51537	265756	51537	50.348404	-3.8881919
EX20 1AY	EX20 1AY	SX 59142 95147	259142	95147	50.738804	-3.9975936
TQ8 8DJ	TQ8 8DJ	SX 73939 39156	273939	39156	50.238921	-3.7691041
PL5 3JB	PL5 3JB	SX 48454 58706	248454	58706	50.40863	-4.1340983
EX15 1FE	EX15 1FE	ST 02083 08110	302083	108110	50.864177	-3.3927316
PL7 1AD	PL7 1AD	SX 54174 56056	254174	56056	50.386262	-4.0526261
TQ6 9RT	TQ6 9RT	SX 87632 51335	287632	51335	50.351174	-3.5807942
EX11 1EQ	EX11 1EQ	SY 09533 95472	309533	95472	50.751773	-3.2837808
EX34 8EG	EX34 8EG	SS 51515 47098	251515	147098	51.203741	-4.1268329
EX33 1LR	EX33 1LR	SS 48680 36460	248680	136460	51.107408	-4.1629067
EX6 6JA	EX6 6JA	SX 77128 93145	277128	93145	50.724896	-3.7421645
EX1 2DW	EX1 2DW	SX 93338 93107	293338	93107	50.72776	-3.5125888
PL7 1AD	PL7 1AD	SX 54174 56056	254174	56056	50.386262	-4.0526261
PL19 8BU	PL19 8BU	SX 47742 74114	247742	74114	50.546913	-4.1503877
PL20 6AS	PL20 6AS	SX 52356 67800	252356	67800	50.491353	-4.0828103
TQ4 5AH	TQ4 5AH	SX 88804 60446	288804	60446	50.433303	-3.5670257
EX38 8EU	EX38 8EU	SS 49780 19087	249780	119087	50.951586	-4.1400005
EX39 4AU	EX39 4AU	SS 45737 26569	245737	126569	51.017748	-4.2006927
PL5 3BP	PL5 3BP	SX 48045 58935	248045	58935	50.410582	-4.1399427
TQ2 6HW	TQ2 6HW	SX 90286 63752	290286	63752	50.463302	-3.547136
PL4 6BN	PL4 6BN	SX 47986 55450	247986	55450	50.379248	-4.1393617
TQ1 3LA	TQ1 3LA	SX 92224 65822	292224	65822	50.482271	-3.5204385
PL1 3BP	PL1 3BP	SX 47158 53870	247158	53870	50.364834	-4.1503562
PL5 4DU	PL5 4DU	SX 47332 59719	247332	59719	50.417443	-4.1502889
TQ5 9HN	TQ5 9HN	SX 92364 55493	292364	55493	50.38944	-3.5154972
EX4 8EG	EX4 8EG	SX 95078 93658	295078	93658	50.73303	-3.4881018
EX5 1NZ	EX5 1NZ	SY 01160 86974	301160	86974	50.674009	-3.4001574
PL4 6NX	PL4 6NX	SX 48013 55855	248013	55855	50.382894	-4.139146
TQ2 6HW	TQ2 6HW	SX 90286 63752	290286	63752	50.463302	-3.547136
TQ14 8AY	TQ14 8AY	SX 94241 72885	294241	72885	50.546135	-3.4940231
EX21 5RU	EX21 5RU	SS 43931 09274	243931	109274	50.861855	-4.2190065
TQ4 5AZ	TQ4 5AZ	SX 88722 60354	288722	60354	50.43246	-3.5681525
PL4 8PH	PL4 8PH	SX 48699 54872	248699	54872	50.374237	-4.1291084
PL9 9BR	PL9 9BR	SX 51558 53104	251558	53104	50.359077	-4.088233
TQ3 3DZ	TQ3 3DZ	SX 88685 60771	288685	60771	50.436202	-3.5687971
EX17 2AR	EX17 2AR	SS 83485 00508	283485	100508	50.792392	-3.6544752
EX15 1TZ	EX15 1TZ	ST 02231 07629	302231	107629	50.859878	-3.3905005
EX39 6BL	EX39 6BL	SS 25880 24403	225880	124403	50.992617	-4.4824848
TQ1 2AR	TQ1 2AR	SX 91996 63377	291996	63377	50.460249	-3.5229443
TQ3 2EZ	TQ3 2EZ	SX 89315 61796	289315	61796	50.445536	-3.5602325
PL3 5JR	PL3 5JR	SX 49029 56861	249029	56861	50.392197	-4.1252701
PL7 1AD	PL7 1AD	SX 54174 56056	254174	56056	50.386262	-4.0526261
EX5 4HZ	EX5 4HZ	SS 95616 03047	295616	103047	50.817531	-3.4831491
EX8 1DQ	EX8 1DQ	SX 99911 80970	299911	80970	50.619819	-3.4162036
EX36 3BZ	EX36 3BZ	SS 71562 25933	271562	125933	51.018386	-3.8325037
PL7 4DR	PL7 4DR	SX 54441 56715	254441	56715	50.392251	-4.0491282
EX32 8HY	EX32 8HY	SS 55996 33219	255996	133219	51.08017	-4.0571821
EX1 3EN	EX1 3EN	SX 95509 92574	295509	92574	50.723363	-3.4816892
PL6 8UE	PL6 8UE	SX 51226 58921	251226	58921	50.411271	-4.0952005
TQ14 8AF	TQ14 8AF	SX 94039 72817	294039	72817	50.545487	-3.4968537
TQ9 5HA	TQ9 5HA	SX 80527 60234	280527	60234	50.42977	-3.6834489
PL4 7DL	PL4 7DL	SX 48550 55797	248550	55797	50.382512	-4.131575
TQ7 2LB	TQ7 2LB	SX 79406 42778	279406	42778	50.272623	-3.6936309
TQ4 7SH	TQ4 7SH	SX 88830 57962	288830	57962	50.410977	-3.5659229
TQ3 3TB	TQ3 3TB	SX 87534 61072	287534	61072	50.438688	-3.5850884
PL16 0EH	PL16 0EH	SX 38965 85301	238965	85301	50.645084	-4.2790202
EX5 5NT	EX5 5NT	SS 92505 02145	292505	102145	50.808853	-3.5270302
EX16 7BJ	EX16 7BJ	ST 03201 14266	303201	114266	50.919707	-3.3784833
PL1 4JZ	PL1 4JZ	SX 45862 54462	245862	54462	50.369816	-4.1688071
PL2 2BB	PL2 2BB	SX 45082 56795	245082	56795	50.390577	-4.1807286
EX8 5NH	EX8 5NH	SY 01526 83230	301526	83230	50.640412	-3.3939823
